"glmIndepAllVars_vimp","glmIndepSingleVars_vimp","glmDepAllVars_vimp","glmDepSingleVars_vimp","model","var","beta"
1,1,1,2,"B","night and patient",0.693147180559945
2,2,2,2,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
2,2,2,2,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
2,2,3,2,"B","night and patient",0.693147180559945
2,2,2,2,"B","night and patient",0.693147180559945
4,4,4,4,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
4,3,4,4,"B","night and patient",0.693147180559945
1,1,2,2,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
2,2,2,2,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
3,3,2,2,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
4,5,4,5,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
2,2,2,2,"B","night and patient",0.693147180559945
3,3,2,2,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
3,3,2,2,"B","night and patient",0.693147180559945
2,2,2,2,"B","night and patient",0.693147180559945
2,2,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
2,2,2,2,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,2,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
3,3,3,2,"B","night and patient",0.693147180559945
1,1,1,2,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,2,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
2,2,5,5,"B","night and patient",0.693147180559945
3,3,2,2,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
4,4,4,4,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
4,5,5,5,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
2,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
3,3,3,3,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,2,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
3,3,4,3,"B","night and patient",0.693147180559945
2,2,2,2,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
3,3,2,2,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
3,2,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
2,2,2,2,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
3,3,5,4,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
2,2,2,2,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
2,2,3,3,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,2,2,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
4,4,3,2,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
3,4,4,4,"B","night and patient",0.693147180559945
2,2,2,3,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
2,2,2,2,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,2,2,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
2,2,2,2,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
3,2,2,2,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
2,2,2,2,"B","night and patient",0.693147180559945
2,2,2,2,"B","night and patient",0.693147180559945
2,2,2,2,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
2,2,2,2,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
5,5,5,5,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
2,2,4,4,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
2,2,2,2,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
2,2,2,2,"B","night and patient",0.693147180559945
2,2,2,2,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
5,5,4,4,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
4,4,4,4,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
3,4,2,2,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
4,3,4,3,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
2,2,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
2,2,2,2,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
2,2,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
2,3,2,2,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
2,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
2,2,2,2,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
2,2,1,2,"B","night and patient",0.693147180559945
3,3,3,3,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
2,2,2,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
3,3,1,1,"B","night and patient",0.693147180559945
1,2,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
2,1,3,3,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,2,2,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
3,3,2,2,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,2,1,2,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
3,3,2,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
4,4,4,4,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
2,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
2,2,2,2,"B","night and patient",0.693147180559945
2,2,2,2,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
2,2,2,2,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
2,2,2,2,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
2,2,2,2,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
2,2,2,2,"B","night and patient",0.693147180559945
4,5,5,5,"B","night and patient",0.693147180559945
2,2,1,1,"B","night and patient",0.693147180559945
2,1,2,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
2,2,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
2,2,2,2,"B","night and patient",0.693147180559945
2,2,2,2,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
2,2,1,1,"B","night and patient",0.693147180559945
2,2,2,2,"B","night and patient",0.693147180559945
2,2,1,2,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
2,2,2,2,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
2,2,2,2,"B","night and patient",0.693147180559945
2,2,2,2,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
2,3,3,3,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
4,3,4,4,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
2,2,2,2,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
2,2,2,2,"B","night and patient",0.693147180559945
4,4,3,3,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
2,2,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
2,2,2,2,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
5,5,2,2,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
2,2,2,2,"B","night and patient",0.693147180559945
2,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
2,2,2,2,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
2,2,2,2,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
4,4,4,4,"B","night and patient",0.693147180559945
2,2,2,2,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
3,3,3,3,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
4,3,4,3,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,2,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
2,2,3,3,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
3,3,2,2,"B","night and patient",0.693147180559945
4,4,4,4,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
5,5,5,5,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
2,2,2,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
2,2,2,2,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
1,1,1,1,"B","night and patient",0.693147180559945
2,2,2,2,"C","night and patient",0.693147180559945
3,3,4,4,"C","night and patient",0.693147180559945
1,1,4,3,"C","night and patient",0.693147180559945
1,1,1,1,"C","night and patient",0.693147180559945
2,2,2,2,"C","night and patient",0.693147180559945
3,3,3,3,"C","night and patient",0.693147180559945
2,2,2,2,"C","night and patient",0.693147180559945
5,5,4,5,"C","night and patient",0.693147180559945
5,3,2,3,"C","night and patient",0.693147180559945
4,4,3,3,"C","night and patient",0.693147180559945
1,1,1,1,"C","night and patient",0.693147180559945
3,3,3,3,"C","night and patient",0.693147180559945
2,2,3,2,"C","night and patient",0.693147180559945
1,1,1,1,"C","night and patient",0.693147180559945
5,5,2,3,"C","night and patient",0.693147180559945
1,1,4,3,"C","night and patient",0.693147180559945
4,4,4,5,"C","night and patient",0.693147180559945
4,4,4,5,"C","night and patient",0.693147180559945
1,1,1,1,"C","night and patient",0.693147180559945
1,1,1,1,"C","night and patient",0.693147180559945
2,2,2,2,"C","night and patient",0.693147180559945
3,3,2,2,"C","night and patient",0.693147180559945
3,2,3,2,"C","night and patient",0.693147180559945
2,2,1,1,"C","night and patient",0.693147180559945
5,5,2,2,"C","night and patient",0.693147180559945
1,1,1,1,"C","night and patient",0.693147180559945
2,2,2,2,"C","night and patient",0.693147180559945
3,3,1,1,"C","night and patient",0.693147180559945
2,2,1,2,"C","night and patient",0.693147180559945
3,3,5,5,"C","night and patient",0.693147180559945
3,3,1,1,"C","night and patient",0.693147180559945
2,2,2,2,"C","night and patient",0.693147180559945
4,4,2,2,"C","night and patient",0.693147180559945
1,1,1,1,"C","night and patient",0.693147180559945
1,1,2,2,"C","night and patient",0.693147180559945
3,5,2,2,"C","night and patient",0.693147180559945
3,3,3,3,"C","night and patient",0.693147180559945
4,4,4,4,"C","night and patient",0.693147180559945
3,3,2,2,"C","night and patient",0.693147180559945
4,3,3,3,"C","night and patient",0.693147180559945
1,1,1,1,"C","night and patient",0.693147180559945
2,2,2,2,"C","night and patient",0.693147180559945
1,1,1,1,"C","night and patient",0.693147180559945
1,1,1,1,"C","night and patient",0.693147180559945
5,5,5,5,"C","night and patient",0.693147180559945
3,3,3,3,"C","night and patient",0.693147180559945
2,2,2,2,"C","night and patient",0.693147180559945
1,1,1,1,"C","night and patient",0.693147180559945
4,1,3,2,"C","night and patient",0.693147180559945
1,1,4,4,"C","night and patient",0.693147180559945
1,1,1,1,"C","night and patient",0.693147180559945
1,1,1,1,"C","night and patient",0.693147180559945
1,1,3,2,"C","night and patient",0.693147180559945
5,5,1,1,"C","night and patient",0.693147180559945
5,4,4,4,"C","night and patient",0.693147180559945
3,3,2,2,"C","night and patient",0.693147180559945
4,4,4,4,"C","night and patient",0.693147180559945
4,3,3,3,"C","night and patient",0.693147180559945
2,2,2,2,"C","night and patient",0.693147180559945
4,4,4,5,"C","night and patient",0.693147180559945
1,1,3,3,"C","night and patient",0.693147180559945
2,2,2,2,"C","night and patient",0.693147180559945
1,1,1,1,"C","night and patient",0.693147180559945
4,3,3,3,"C","night and patient",0.693147180559945
5,4,2,2,"C","night and patient",0.693147180559945
3,3,3,3,"C","night and patient",0.693147180559945
2,2,1,1,"C","night and patient",0.693147180559945
1,1,1,1,"C","night and patient",0.693147180559945
3,2,3,3,"C","night and patient",0.693147180559945
1,1,1,1,"C","night and patient",0.693147180559945
3,3,1,1,"C","night and patient",0.693147180559945
3,3,2,2,"C","night and patient",0.693147180559945
5,5,3,3,"C","night and patient",0.693147180559945
3,3,3,3,"C","night and patient",0.693147180559945
2,2,3,3,"C","night and patient",0.693147180559945
3,3,3,3,"C","night and patient",0.693147180559945
4,3,1,1,"C","night and patient",0.693147180559945
1,1,1,1,"C","night and patient",0.693147180559945
4,5,3,3,"C","night and patient",0.693147180559945
2,2,2,2,"C","night and patient",0.693147180559945
2,2,2,2,"C","night and patient",0.693147180559945
1,1,1,1,"C","night and patient",0.693147180559945
3,3,3,3,"C","night and patient",0.693147180559945
1,1,1,1,"C","night and patient",0.693147180559945
2,2,4,4,"C","night and patient",0.693147180559945
5,5,4,4,"C","night and patient",0.693147180559945
4,5,3,3,"C","night and patient",0.693147180559945
2,2,2,2,"C","night and patient",0.693147180559945
2,2,2,2,"C","night and patient",0.693147180559945
2,2,3,2,"C","night and patient",0.693147180559945
1,1,1,1,"C","night and patient",0.693147180559945
5,5,5,5,"C","night and patient",0.693147180559945
1,1,1,1,"C","night and patient",0.693147180559945
3,3,3,3,"C","night and patient",0.693147180559945
1,1,2,2,"C","night and patient",0.693147180559945
2,4,1,1,"C","night and patient",0.693147180559945
3,4,3,3,"C","night and patient",0.693147180559945
1,1,1,1,"C","night and patient",0.693147180559945
4,5,5,5,"C","night and patient",0.693147180559945
4,4,4,3,"C","night and patient",0.693147180559945
4,3,5,5,"C","night and patient",0.693147180559945
4,4,4,4,"C","night and patient",0.693147180559945
2,2,3,3,"C","night and patient",0.693147180559945
2,2,2,3,"C","night and patient",0.693147180559945
3,3,3,3,"C","night and patient",0.693147180559945
1,1,1,1,"C","night and patient",0.693147180559945
1,1,1,1,"C","night and patient",0.693147180559945
5,5,2,2,"C","night and patient",0.693147180559945
3,3,3,3,"C","night and patient",0.693147180559945
1,1,1,1,"C","night and patient",0.693147180559945
4,2,1,1,"C","night and patient",0.693147180559945
1,1,1,1,"C","night and patient",0.693147180559945
5,5,5,5,"C","night and patient",0.693147180559945
1,1,1,1,"C","night and patient",0.693147180559945
3,3,3,3,"C","night and patient",0.693147180559945
2,2,2,2,"C","night and patient",0.693147180559945
4,4,3,3,"C","night and patient",0.693147180559945
5,5,4,3,"C","night and patient",0.693147180559945
4,3,2,2,"C","night and patient",0.693147180559945
3,3,3,3,"C","night and patient",0.693147180559945
4,4,5,5,"C","night and patient",0.693147180559945
2,2,3,3,"C","night and patient",0.693147180559945
3,3,3,3,"C","night and patient",0.693147180559945
2,2,2,2,"C","night and patient",0.693147180559945
1,1,1,1,"C","night and patient",0.693147180559945
5,5,5,5,"C","night and patient",0.693147180559945
5,5,1,2,"C","night and patient",0.693147180559945
2,2,1,1,"C","night and patient",0.693147180559945
3,4,5,5,"C","night and patient",0.693147180559945
2,2,3,3,"C","night and patient",0.693147180559945
4,5,2,2,"C","night and patient",0.693147180559945
3,2,3,3,"C","night and patient",0.693147180559945
1,1,1,1,"C","night and patient",0.693147180559945
1,1,1,1,"C","night and patient",0.693147180559945
1,1,1,1,"C","night and patient",0.693147180559945
5,4,3,4,"C","night and patient",0.693147180559945
1,1,1,1,"C","night and patient",0.693147180559945
1,1,2,2,"C","night and patient",0.693147180559945
1,1,1,1,"C","night and patient",0.693147180559945
1,1,1,1,"C","night and patient",0.693147180559945
5,5,4,4,"C","night and patient",0.693147180559945
2,1,5,5,"C","night and patient",0.693147180559945
3,3,3,3,"C","night and patient",0.693147180559945
5,4,3,3,"C","night and patient",0.693147180559945
1,1,1,1,"C","night and patient",0.693147180559945
3,3,2,2,"C","night and patient",0.693147180559945
2,3,1,1,"C","night and patient",0.693147180559945
5,5,4,4,"C","night and patient",0.693147180559945
2,2,2,2,"C","night and patient",0.693147180559945
1,1,1,1,"C","night and patient",0.693147180559945
2,2,1,1,"C","night and patient",0.693147180559945
3,3,3,3,"C","night and patient",0.693147180559945
2,2,3,2,"C","night and patient",0.693147180559945
1,1,4,2,"C","night and patient",0.693147180559945
1,1,2,2,"C","night and patient",0.693147180559945
4,4,3,3,"C","night and patient",0.693147180559945
1,1,1,1,"C","night and patient",0.693147180559945
